,Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
459,>35,Undergraduate,Man,Dev,14,10,200000.0,33,1
460,>35,Undergraduate,Man,Dev,23,10,142000.0,24,1
461,<35,Other,Man,Dev,10,8,125000.0,17,1
462,<35,Master,Man,Dev,9,3,84019.0,4,0
463,>35,Undergraduate,NonBinary,Dev,30,15,60972.0,15,1
464,<35,Master,Man,Dev,10,5,31128.0,10,1
465,<35,Master,Man,Dev,8,5,60744.0,16,0
466,<35,Master,Man,Dev,6,0,51888.0,6,0
467,<35,Undergraduate,Man,Dev,7,3,3504.0,11,0
468,>35,Undergraduate,Man,Dev,27,19,51960.0,12,1
469,<35,Undergraduate,Man,Dev,5,5,16475.0,4,0
470,<35,Undergraduate,Man,Dev,6,2,41040.0,9,0
471,>35,Master,Man,Dev,30,12,175000.0,15,0
472,<35,Master,Man,Dev,19,7,49941.0,14,1
473,<35,Master,Man,Dev,15,7,18848.0,21,1
474,<35,Master,Man,Dev,14,6,84312.0,11,0
475,<35,Master,Man,Dev,12,7,81074.0,11,0
476,>35,Master,Man,Dev,15,10,68102.0,4,0
477,<35,Undergraduate,Man,Dev,9,5,17796.0,6,0
478,>35,PhD,Man,NotDev,35,19,110000.0,2,0
479,>35,Undergraduate,Man,Dev,22,12,126000.0,3,0
480,<35,Other,Man,Dev,17,10,28320.0,25,1
481,<35,Other,Man,Dev,12,11,24948.0,7,0
482,<35,Undergraduate,Man,Dev,10,1,5585.0,2,0
483,>35,Master,Man,Dev,30,25,172957.0,14,1
484,<35,Undergraduate,Man,Dev,6,2,35676.0,8,0
485,<35,Undergraduate,Man,Dev,20,24,6324.0,9,0
486,<35,Undergraduate,Man,Dev,9,7,21641.0,15,1
487,<35,Undergraduate,Man,Dev,11,2,72000.0,21,1
488,<35,Other,Man,Dev,5,4,27900.0,11,1
489,>35,Other,Man,NotDev,31,18,175000.0,30,1
490,<35,Undergraduate,Man,Dev,5,1,8042.0,18,1
491,>35,Master,Man,Dev,10,10,175112.0,7,0
492,<35,NoHigherEd,Man,Dev,19,15,41568.0,19,1
493,<35,Undergraduate,Man,Dev,20,9,190000.0,31,1
494,<35,Undergraduate,Man,Dev,13,6,33552.0,21,1
495,<35,Master,Man,Dev,7,3,81074.0,13,1
496,<35,Undergraduate,Man,Dev,8,4,38916.0,12,1
497,>35,Undergraduate,Man,Dev,42,37,220000.0,12,1
498,<35,Master,Man,Dev,10,6,12564.0,6,0
499,<35,Master,Man,Dev,10,8,45300.0,19,1
500,<35,Undergraduate,Man,Dev,5,4,8472.0,6,0
501,>35,Master,Man,Dev,30,30,153000.0,22,1
502,>35,Master,Man,NotDev,40,27,129718.0,8,0
503,<35,NoHigherEd,Man,Dev,10,4,75000.0,8,0
504,<35,Undergraduate,Man,Dev,6,2,11169.0,5,0
505,<35,Master,Man,Dev,7,1,9720.0,12,0
506,<35,Undergraduate,Man,Dev,10,4,30716.0,15,0
507,>35,Undergraduate,Man,Dev,35,25,81074.0,6,0
508,<35,Other,Man,Dev,15,10,54000.0,21,0
509,>35,Other,Man,Dev,28,19,71340.0,20,1
510,>35,Other,Woman,Dev,30,20,215000.0,16,1
511,<35,Other,Man,Dev,20,10,13962.0,12,1
512,>35,Master,Man,Dev,20,10,62352.0,4,0
513,>35,Master,Man,Dev,40,35,97288.0,14,1
514,<35,Master,Man,Dev,7,3,51888.0,13,1
515,<35,Master,Man,Dev,10,6,64224.0,13,0
516,>35,Master,Man,Dev,20,15,75631.0,10,1
517,>35,NoHigherEd,Man,Dev,10,5,36024.0,2,0
518,<35,Undergraduate,Man,Dev,11,6,55130.0,22,1
519,<35,Master,Man,Dev,12,3,37834.0,10,0
520,>35,Undergraduate,Man,Dev,12,10,68068.0,26,1
521,>35,Other,Man,Dev,15,10,200000.0,21,1
522,>35,Undergraduate,Woman,Dev,32,15,65922.0,15,1
523,<35,Undergraduate,Man,Dev,10,7,36972.0,11,0
524,<35,Undergraduate,Woman,Dev,6,2,11580.0,15,0
525,>35,Undergraduate,Man,Dev,23,15,203000.0,8,0
526,<35,Undergraduate,Man,Dev,6,2,8508.0,29,1
527,<35,Master,Man,Dev,5,1,3828.0,9,0
528,>35,Undergraduate,Man,Dev,13,13,32424.0,15,0
529,>35,Other,Man,Dev,23,20,61608.0,11,0
530,<35,Undergraduate,Man,Dev,6,5,41000.0,7,0
531,>35,Other,Man,NotDev,38,20,79993.0,12,1
532,<35,Undergraduate,Man,NotDev,23,5,100000.0,15,1
533,<35,Undergraduate,Man,Dev,10,5,80325.0,13,0
534,>35,Undergraduate,Man,Dev,20,16,150000.0,15,0
535,<35,Undergraduate,Man,Dev,16,12,71446.0,19,1
536,>35,Other,Man,NotDev,25,20,58373.0,17,0
537,<35,Undergraduate,Man,Dev,13,8,47184.0,5,0
538,<35,Undergraduate,Man,Dev,15,13,18984.0,23,1
539,>35,Undergraduate,Man,Dev,32,23,64859.0,13,1
540,<35,Undergraduate,Man,Dev,7,4,28536.0,5,0
541,<35,Undergraduate,Man,NotDev,11,3,82750.0,14,1
542,<35,NoHigherEd,Man,Dev,3,1,23352.0,18,1
543,>35,Other,Man,Dev,6,5,71093.0,7,0
544,<35,Master,Man,Dev,18,7,88208.0,16,1
545,<35,Master,Man,Dev,13,6,46533.0,4,0
546,<35,Undergraduate,Man,Dev,18,11,59544.0,7,0
547,<35,Other,Man,Dev,8,3,33600.0,7,0
548,<35,Master,Man,Dev,15,7,39456.0,22,1
549,<35,Other,Man,Dev,20,10,16860.0,25,1
550,<35,Master,Man,Dev,17,8,175116.0,4,0
551,<35,Other,Man,Dev,15,13,33408.0,20,1
552,<35,Undergraduate,Man,Dev,10,8,110000.0,14,1
553,>35,Undergraduate,Man,Dev,23,14,24000.0,6,0
554,<35,Undergraduate,Man,Dev,5,1,5585.0,21,1
555,>35,Master,Man,Dev,21,15,75000.0,15,1
556,<35,Master,Woman,Dev,2,2,9792.0,5,0
557,<35,Master,Man,Dev,20,5,200000.0,7,0
558,<35,Other,Man,Dev,8,4,144000.0,16,0
559,<35,PhD,Man,Dev,4,0,24000.0,17,1
560,>35,Master,Man,Dev,25,7,91883.0,14,0
561,<35,Undergraduate,NonBinary,Dev,10,5,7679.0,22,1
562,>35,NoHigherEd,Man,Dev,43,43,83000.0,13,0
563,<35,Undergraduate,Man,Dev,13,3,75636.0,11,1
564,<35,Undergraduate,Man,Dev,8,5,16980.0,7,0
565,>35,Undergraduate,Man,Dev,1,1,100000.0,10,0
566,>35,Other,Man,Dev,38,30,37752.0,14,1
567,>35,Other,Man,Dev,20,15,103408.0,3,0
568,<35,Master,Man,Dev,14,8,82848.0,5,0
569,<35,Undergraduate,Man,Dev,6,5,13962.0,16,1
570,<35,Undergraduate,Man,Dev,4,3,29088.0,6,0
571,<35,Master,Man,Dev,15,12,21204.0,16,1
572,>35,Undergraduate,Man,NotDev,47,40,200000.0,4,0
573,<35,Undergraduate,Man,Dev,9,6,22308.0,13,1
574,>35,PhD,Man,Dev,31,29,83236.0,5,0
575,<35,Undergraduate,Man,Dev,11,10,55944.0,8,0
576,<35,Undergraduate,Man,Dev,10,9,87896.0,15,1
577,<35,Undergraduate,Man,Dev,10,6,80000.0,5,0
578,>35,Undergraduate,Man,Dev,25,15,38916.0,17,1
579,>35,Master,Man,Dev,22,15,175119.0,13,1
580,>35,Master,Man,NotDev,35,30,193889.0,6,0
581,<35,Undergraduate,Man,Dev,17,13,33852.0,20,1
582,<35,Other,Man,NotDev,7,5,36000.0,21,0
583,<35,Master,Man,Dev,5,4,166000.0,9,0
584,>35,Master,Man,Dev,18,13,64859.0,12,0
585,<35,Undergraduate,Man,Dev,17,13,220000.0,5,0
586,>35,Other,Man,Dev,25,20,89189.0,23,1
587,<35,Undergraduate,Man,Dev,12,5,51887.0,9,0
588,<35,Master,Man,NotDev,8,7,60535.0,5,0
589,>35,Master,Man,Dev,14,11,39144.0,1,0
590,>35,Undergraduate,Man,Dev,20,16,52942.0,6,0
591,>35,Undergraduate,Man,Dev,32,21,90000.0,7,1
592,>35,Undergraduate,Man,Dev,15,12,82726.0,8,0
593,<35,NoHigherEd,Man,NotDev,10,6,80008.0,15,1
594,<35,Undergraduate,Man,Dev,3,1,65000.0,18,1
595,<35,Undergraduate,Man,Dev,12,4,22584.0,31,1
596,<35,Undergraduate,Woman,Dev,2,0,8436.0,11,1
597,<35,Other,Man,Dev,6,1,5832.0,8,1
598,<35,Undergraduate,Man,Dev,16,11,33508.0,11,1
599,>35,PhD,Man,NotDev,40,38,51888.0,2,0
600,<35,Master,Man,Dev,10,7,160000.0,17,1
601,<35,Master,Man,Dev,13,3,48644.0,5,0
602,<35,Undergraduate,Man,Dev,16,11,81074.0,18,0
603,>35,Master,Man,Dev,19,16,56211.0,5,0
604,<35,Undergraduate,Man,NotDev,7,3,9960.0,24,1
605,>35,Other,Man,Dev,20,8,200000.0,16,1
606,<35,Undergraduate,Man,Dev,7,3,1944.0,6,0
607,<35,Undergraduate,Man,Dev,6,2,66556.0,24,1
608,<35,PhD,Man,Dev,25,10,41796.0,12,1
609,>35,Undergraduate,Man,Dev,28,25,120000.0,10,0
610,<35,Other,Man,Dev,5,3,33732.0,16,1
611,<35,NoHigherEd,Man,Dev,7,6,9072.0,21,1
612,<35,Other,Man,Dev,7,1,6732.0,5,0
613,>35,Undergraduate,Man,Dev,42,38,36000.0,5,0
614,<35,NoHigherEd,Man,NotDev,12,3,1104.0,11,1
615,<35,Undergraduate,Man,Dev,25,6,20940.0,13,1
616,<35,Undergraduate,Man,Dev,19,6,86478.0,7,0
617,>35,PhD,Man,NotDev,42,25,160000.0,10,1
618,<35,Undergraduate,Woman,Dev,5,3,45528.0,4,0
619,>35,Master,Man,Dev,31,26,63120.0,18,1
620,>35,Master,NonBinary,Dev,35,23,58373.0,13,0
621,<35,Undergraduate,Woman,Dev,10,0,12324.0,18,1
622,>35,Undergraduate,Man,Dev,25,16,105000.0,36,1
623,<35,Undergraduate,Man,Dev,12,7,83200.0,8,0
624,<35,Undergraduate,Man,Dev,10,4,81000.0,11,1
625,>35,Other,Man,Dev,26,19,64860.0,18,0
626,<35,Master,Man,Dev,10,8,106000.0,11,1
627,>35,Undergraduate,Man,Dev,9,7,125000.0,18,1
628,<35,Master,Man,Dev,16,7,70000.0,25,1
629,<35,Undergraduate,Man,Dev,13,8,32028.0,15,0
630,<35,Undergraduate,Man,Dev,10,6,11304.0,19,1
631,>35,NoHigherEd,Man,Dev,41,32,85908.0,3,0
632,>35,NoHigherEd,Man,NotDev,37,19,19458.0,13,1
633,>35,Other,Man,Dev,17,14,100000.0,4,0
634,>35,PhD,Man,NotDev,35,15,51704.0,5,0
635,<35,Undergraduate,Man,Dev,12,7,60427.0,7,0
636,>35,Master,Man,NotDev,20,15,200000.0,6,0
637,<35,Undergraduate,Man,Dev,6,3,60505.0,17,1
638,<35,Undergraduate,Woman,NotDev,5,3,18326.0,10,0
639,>35,Master,Man,Dev,20,12,108098.0,13,0
640,<35,Master,Man,Dev,15,13,21996.0,21,1
641,<35,Master,Man,Dev,8,8,142501.0,25,1
642,<35,Master,Man,NotDev,10,6,129259.0,9,0
643,<35,PhD,Man,Dev,12,3,93000.0,6,0
644,<35,Undergraduate,Man,Dev,20,5,77250.0,4,0
645,<35,Other,Man,Dev,4,0,9540.0,17,0
646,>35,Master,Man,Dev,23,8,64859.0,17,1
647,<35,Undergraduate,Man,Dev,7,5,1200.0,19,1
648,<35,Master,Man,Dev,8,5,30916.0,24,1
649,>35,Master,Man,Dev,20,12,87638.0,11,0
650,<35,Undergraduate,Man,Dev,3,3,26527.0,6,0
651,<35,Other,Man,Dev,7,4,20682.0,20,1
652,<35,Other,Man,Dev,14,10,129600.0,23,1
653,>35,Other,Man,Dev,38,20,75669.0,5,0
654,>35,Undergraduate,Man,Dev,40,25,116000.0,5,0
655,<35,Undergraduate,Woman,Dev,6,6,104000.0,15,0
656,<35,NoHigherEd,Man,Dev,7,2,36193.0,16,1
657,<35,Master,Man,Dev,13,4,2508.0,40,1
658,<35,Undergraduate,Man,Dev,9,0,2508.0,13,1
659,<35,Other,Man,NotDev,15,0,7000.0,4,0
660,<35,Other,Man,Dev,6,0,17500.0,20,1
661,<35,Other,Man,Dev,4,1,11400.0,12,1
662,<35,NoHigherEd,Man,NotDev,5,3,16860.0,5,0
663,<35,Undergraduate,Man,Dev,7,2,5864.0,15,1
664,<35,Other,Man,Dev,5,0,18160.0,9,1
665,>35,Master,Man,Dev,37,21,68102.0,6,0
666,<35,Other,Man,Dev,13,5,47563.0,15,1
667,<35,Master,Man,Dev,12,10,64630.0,3,0
668,<35,Master,Woman,Dev,7,2,69121.0,10,0
669,>35,Undergraduate,Man,Dev,36,24,47563.0,6,1
670,<35,Master,Man,Dev,15,4,118919.0,13,0
671,<35,Undergraduate,Man,Dev,13,8,57240.0,23,1
672,>35,Undergraduate,Man,Dev,20,15,216.0,21,1
673,>35,Undergraduate,Man,Dev,19,14,24972.0,22,1
674,<35,Other,Man,Dev,12,10,155111.0,4,0
675,<35,Undergraduate,Man,Dev,14,10,30018.0,12,0
676,<35,Master,Woman,Dev,11,3,475.0,6,0
677,<35,Master,Man,Dev,11,6,44320.0,7,0
678,<35,Undergraduate,Man,Dev,10,5,65000.0,11,0
679,>35,Undergraduate,Man,Dev,23,20,60505.0,7,1
680,<35,Undergraduate,Man,Dev,8,3,7200.0,8,0
681,<35,Undergraduate,Man,Dev,5,2,3770.0,5,0
682,>35,Other,Man,Dev,41,35,160000.0,15,1
683,<35,Undergraduate,Man,Dev,8,2,57312.0,22,1
684,<35,Undergraduate,Man,Dev,4,2,68000.0,6,0
685,>35,Undergraduate,Man,Dev,35,20,144000.0,24,1
686,<35,Undergraduate,Man,NotDev,6,2,60000.0,29,1
687,<35,Undergraduate,Woman,Dev,5,2,15682.0,1,0
688,>35,Master,Man,NotDev,3,3,81074.0,11,0
689,>35,Undergraduate,Man,Dev,38,16,49119.0,10,1
690,<35,Undergraduate,Man,Dev,17,10,33732.0,11,0
691,>35,PhD,Man,NotDev,15,15,14016.0,2,0
692,<35,Undergraduate,Man,Dev,4,3,63036.0,11,0
693,<35,Master,Man,Dev,7,3,25944.0,8,0
694,<35,Master,Man,Dev,13,7,16080.0,15,1
695,<35,Undergraduate,Man,Dev,10,1,90000.0,31,1
696,<35,Master,Man,Dev,15,10,111694.0,10,0
697,<35,Undergraduate,Man,NotDev,6,1,65000.0,4,0
698,<35,Undergraduate,Man,Dev,3,1,60000.0,16,1
699,<35,Master,Man,Dev,15,7,32736.0,6,0
700,>35,Undergraduate,Man,Dev,30,26,150000.0,13,0
701,<35,Undergraduate,Man,Dev,7,3,60972.0,14,0
702,<35,Undergraduate,Man,Dev,16,11,23735.0,13,0
703,<35,PhD,Man,Dev,16,6,62481.0,9,1
704,<35,Other,Man,Dev,9,8,24540.0,20,1
705,<35,Undergraduate,Man,Dev,6,3,31400.0,11,0
706,>35,Undergraduate,NonBinary,Dev,37,23,150000.0,16,1
707,<35,Undergraduate,Man,Dev,6,1,5868.0,22,1
708,<35,Master,Man,Dev,12,18,51887.0,8,0
709,<35,Undergraduate,Man,Dev,10,8,29320.0,13,0
710,>35,Undergraduate,Man,Dev,13,11,105000.0,8,0
711,>35,Undergraduate,Man,Dev,20,12,134430.0,5,0
712,<35,Other,Man,Dev,5,8,5496.0,14,1
713,>35,Undergraduate,Man,Dev,21,17,71340.0,9,0
714,>35,Undergraduate,Man,Dev,39,16,41077.0,12,1
715,>35,Other,Man,Dev,10,3,70000.0,12,1
716,>35,Undergraduate,Man,Dev,25,12,59454.0,5,0
717,<35,Master,Man,Dev,4,3,15672.0,14,1
718,>35,Master,Man,Dev,38,26,45401.0,9,0
719,<35,Undergraduate,Man,Dev,12,6,34904.0,22,1
720,<35,NoHigherEd,Man,Dev,8,4,172950.0,17,1
721,<35,Master,NonBinary,Dev,16,8,150000.0,15,1
722,<35,Undergraduate,Man,Dev,2,0,11328.0,12,1
723,<35,Undergraduate,Man,Dev,7,6,47826.0,15,1
724,>35,Master,Man,Dev,12,12,80000.0,8,1
725,>35,PhD,Man,NotDev,29,16,84316.0,2,0
726,>35,Undergraduate,Man,Dev,35,21,81074.0,28,1
727,<35,Master,Man,Dev,5,2,6108.0,9,0
728,>35,Other,Man,Dev,47,35,162147.0,4,0
729,<35,Other,Man,Dev,12,9,41568.0,24,1
730,<35,Undergraduate,Man,NotDev,3,2,23400.0,10,0
731,>35,Other,Man,Dev,26,20,95000.0,18,1
732,<35,Master,Man,Dev,13,9,57292.0,9,0
733,<35,Undergraduate,Man,Dev,5,3,7679.0,15,1
734,<35,Undergraduate,Man,Dev,5,0,9862.0,10,0
735,<35,Undergraduate,Man,Dev,10,4,16035.0,3,0
736,<35,Undergraduate,Man,NotDev,10,5,73507.0,12,0
737,>35,Other,Man,Dev,36,23,51372.0,7,0
738,<35,Undergraduate,NonBinary,Dev,6,4,55967.0,18,1
739,<35,Other,Man,Dev,2,7,8124.0,7,0
740,<35,Master,Man,Dev,18,13,59676.0,16,1
741,<35,Master,Man,Dev,10,5,40248.0,8,1
742,>35,Undergraduate,Man,Dev,23,16,59459.0,10,1
743,>35,Master,Man,Dev,42,35,54070.0,3,0
744,<35,Undergraduate,Man,Dev,13,1,16284.0,27,1
745,>35,Master,Man,Dev,21,16,47532.0,8,0
746,<35,Master,Man,Dev,8,2,64860.0,16,0
747,<35,Other,Man,Dev,15,10,155000.0,21,1
748,<35,Undergraduate,Man,Dev,8,4,32429.0,11,1
749,<35,Undergraduate,Man,NotDev,10,8,29148.0,20,1
750,>35,Master,Man,NotDev,24,12,30240.0,12,1
751,<35,Undergraduate,Man,Dev,12,7,15888.0,22,1
752,<35,Undergraduate,Man,Dev,4,1,6696.0,14,1
753,<35,Master,Man,Dev,13,5,66828.0,7,0
754,<35,Undergraduate,Man,Dev,15,10,75937.0,26,1
755,<35,Undergraduate,Man,Dev,4,0,98064.0,10,0
756,<35,Undergraduate,Man,Dev,6,2,2508.0,18,1
757,<35,Undergraduate,Man,Dev,13,11,118919.0,5,0
758,>35,Master,Man,Dev,5,5,140000.0,15,0
759,>35,PhD,Man,Dev,25,14,130000.0,14,0
760,<35,Other,Man,Dev,25,11,54480.0,21,1
761,>35,Master,Man,Dev,25,15,89568.0,11,1
762,<35,Undergraduate,Man,Dev,13,9,81074.0,20,1
763,>35,Master,Man,Dev,18,15,115000.0,13,1
764,<35,Master,Man,Dev,5,0,38778.0,2,0
765,>35,Other,Man,Dev,12,12,57156.0,11,1
766,<35,Other,Man,Dev,11,9,150000.0,5,0
767,<35,Master,Man,NotDev,10,5,45564.0,30,1
768,<35,Undergraduate,Man,NotDev,16,10,130000.0,13,1
769,<35,Other,NonBinary,Dev,25,21,77832.0,22,1
770,<35,Undergraduate,Man,Dev,9,9,25128.0,18,1
771,<35,Master,Man,Dev,15,7,85397.0,4,0
772,<35,PhD,Man,Dev,16,2,123000.0,15,0
773,>35,Master,Man,Dev,12,10,97288.0,5,0
774,>35,Master,Man,Dev,19,13,105000.0,13,1
775,<35,Undergraduate,Man,Dev,12,2,3686.0,7,0
776,<35,Undergraduate,Man,Dev,18,7,55000.0,11,0
777,>35,Master,Man,NotDev,15,7,110000.0,3,0
778,<35,Master,Man,Dev,13,10,90758.0,14,0
779,>35,Master,Man,NotDev,30,12,69183.0,23,1
780,<35,Undergraduate,Man,Dev,8,0,9773.0,19,1
781,<35,Undergraduate,Man,Dev,15,7,32429.0,11,1
782,>35,Undergraduate,Man,Dev,34,31,82000.0,8,1
783,<35,Undergraduate,Man,Dev,8,5,76000.0,24,1
784,<35,Undergraduate,Man,Dev,9,5,8517.0,8,0
785,>35,Undergraduate,Man,Dev,42,42,70000.0,3,0
786,<35,Other,Man,Dev,18,9,28860.0,15,0
787,<35,Undergraduate,Man,Dev,14,12,11832.0,11,0
788,<35,Undergraduate,Man,Dev,4,1,25131.0,16,1
789,>35,Master,Man,Dev,18,16,77832.0,15,1
790,<35,Other,Man,Dev,10,7,55582.0,17,1
791,<35,Other,Man,Dev,12,5,120000.0,20,1
792,<35,Other,Man,Dev,12,2,31020.0,10,1
793,<35,Master,Man,Dev,16,11,43404.0,14,0
794,>35,Undergraduate,Woman,Dev,25,13,97000.0,25,1
795,<35,Master,Man,Dev,10,3,25944.0,13,1
796,>35,Master,Man,NotDev,22,7,15192.0,15,1
797,<35,Master,Man,Dev,16,10,25131.0,12,0
798,<35,Undergraduate,Man,Dev,10,6,54972.0,25,1
799,>35,Undergraduate,Man,Dev,30,20,75669.0,9,0
800,<35,Undergraduate,Man,Dev,9,3,30267.0,5,0
801,<35,Master,Man,Dev,7,4,41077.0,19,1
802,<35,Undergraduate,Man,Dev,5,4,11868.0,26,1
803,>35,Undergraduate,Man,Dev,20,20,172950.0,2,0
804,<35,Master,Man,Dev,14,6,96808.0,9,0
805,<35,Other,Man,Dev,7,4,67092.0,21,1
806,<35,Undergraduate,Man,Dev,11,4,76000.0,7,0
807,<35,Undergraduate,Man,Dev,6,1,79344.0,11,0
808,<35,Undergraduate,Man,Dev,24,1,40086.0,20,1
809,>35,Master,Man,Dev,20,10,30000.0,10,1
810,>35,Undergraduate,Man,Dev,40,28,170000.0,7,0
811,<35,Undergraduate,Man,Dev,7,3,26484.0,9,0
812,<35,Master,Man,Dev,6,2,37834.0,11,1
813,<35,Undergraduate,Man,Dev,6,6,60000.0,12,1
814,>35,Undergraduate,Man,Dev,20,16,25428.0,10,0
815,>35,Master,Man,NotDev,34,21,81074.0,16,1
816,<35,Undergraduate,Man,Dev,5,5,28248.0,15,0
817,<35,Undergraduate,Man,Dev,7,4,12230.0,8,0
818,<35,Undergraduate,Man,Dev,11,5,8376.0,14,1
819,<35,Undergraduate,Man,Dev,15,8,150000.0,5,0
820,<35,Undergraduate,Man,Dev,16,8,36300.0,8,0
821,<35,Other,Man,Dev,5,1,3372.0,15,1
822,<35,Master,Man,NotDev,13,3,40212.0,10,0
823,<35,Other,Man,Dev,10,10,13740.0,13,1
824,>35,NoHigherEd,Man,Dev,25,22,23352.0,5,1
825,<35,Other,Man,Dev,14,11,77556.0,12,1
826,>35,Other,Man,Dev,30,20,56723.0,14,1
827,<35,Other,Man,Dev,6,5,75631.0,11,0
828,<35,Master,Man,Dev,10,5,103000.0,10,1
829,<35,Master,Man,Dev,15,6,95000.0,8,1
830,<35,Master,Man,NotDev,4,2,64630.0,12,0
831,<35,Undergraduate,Man,Dev,6,5,82464.0,15,1
832,>35,PhD,Man,NotDev,6,2,108098.0,6,0
833,<35,Undergraduate,Woman,Dev,8,4,6432.0,26,1
834,<35,Undergraduate,Man,Dev,10,5,75631.0,14,0
835,<35,Undergraduate,Man,Dev,15,13,84316.0,14,1
836,<35,Master,Man,Dev,20,2,19452.0,14,1
837,>35,Undergraduate,Man,Dev,21,16,142308.0,17,0
838,<35,Other,Man,Dev,13,13,110256.0,11,0
839,<35,Master,Man,Dev,15,1,10810.0,6,0
840,<35,Master,Man,Dev,10,2,60535.0,20,1
841,<35,Undergraduate,Man,Dev,10,6,37000.0,20,0
842,<35,Master,Woman,Dev,10,4,60000.0,11,1
843,>35,Master,Man,Dev,22,5,79956.0,13,1
844,<35,Undergraduate,Man,Dev,14,12,160000.0,10,0
845,<35,Master,Man,Dev,5,3,23782.0,9,0
846,<35,Undergraduate,Man,Dev,11,5,86976.0,14,0
847,<35,Undergraduate,Man,Dev,10,5,17100.0,3,0
848,>35,Master,Man,Dev,23,20,64859.0,14,1
849,<35,Undergraduate,Man,Dev,6,4,33504.0,28,1
850,<35,Master,Man,NotDev,10,6,26513.0,14,0
851,>35,Undergraduate,Man,NotDev,35,8,193889.0,16,0
852,<35,Master,Man,Dev,11,6,12324.0,16,1
853,<35,Undergraduate,Man,Dev,7,2,86000.0,5,0
854,>35,PhD,Man,Dev,35,18,193052.0,4,0
855,<35,Master,Man,Dev,12,5,42158.0,11,0
856,>35,Other,Man,Dev,17,5,60505.0,22,1
857,<35,Undergraduate,Man,Dev,10,6,18156.0,15,1
858,<35,Undergraduate,Man,Dev,4,4,132000.0,11,0
859,<35,Undergraduate,Man,Dev,13,8,73741.0,15,0
860,<35,Undergraduate,Man,Dev,9,8,62697.0,11,1
861,>35,Other,Man,Dev,20,11,65976.0,15,0
862,<35,Undergraduate,Man,Dev,7,2,27492.0,14,1
863,<35,Master,Man,Dev,12,7,37834.0,7,1
864,<35,Undergraduate,Man,Dev,12,8,9180.0,13,1
865,>35,Undergraduate,Man,Dev,24,16,148000.0,12,0
866,>35,Undergraduate,Man,Dev,20,20,135000.0,18,1
867,>35,NoHigherEd,Man,Dev,40,9,51704.0,21,1
868,>35,PhD,Man,Dev,11,8,43239.0,6,0
869,>35,Master,Man,Dev,26,16,85650.0,9,1
870,<35,Undergraduate,Man,Dev,7,4,24696.0,21,1
871,<35,Master,Man,Dev,11,4,18684.0,9,0
872,<35,Undergraduate,Man,Dev,4,4,18108.0,10,0
873,<35,Undergraduate,Man,Dev,10,2,179000.0,9,0
874,>35,Master,Man,Dev,20,18,210050.0,7,0
875,>35,Undergraduate,Man,Dev,30,15,157596.0,7,0
876,<35,Master,Man,Dev,12,8,108098.0,13,0
877,<35,Master,Man,Dev,10,6,45564.0,14,1
878,<35,Undergraduate,Man,Dev,4,1,1680.0,17,1
879,<35,Undergraduate,Man,Dev,7,5,29604.0,13,1
880,>35,Undergraduate,Man,Dev,15,13,21144.0,16,1
881,<35,Undergraduate,Man,Dev,4,0,6852.0,6,0
882,<35,Other,Man,Dev,4,3,24300.0,6,1
883,>35,Undergraduate,Man,Dev,31,13,54049.0,11,0
884,<35,Undergraduate,Man,Dev,7,2,38778.0,26,1
885,>35,Master,Man,Dev,8,4,130000.0,8,0
886,<35,Undergraduate,Man,Dev,2,2,70000.0,8,0
887,<35,Master,Man,Dev,15,6,70264.0,17,1
888,<35,Undergraduate,Man,Dev,12,2,13032.0,19,1
889,>35,Master,Man,Dev,13,10,54049.0,10,0
890,>35,Undergraduate,Man,Dev,18,15,141900.0,14,0
891,<35,Master,Man,Dev,12,6,64860.0,7,0
892,>35,Master,Man,Dev,30,24,129718.0,12,1
893,>35,Master,Man,Dev,15,12,23735.0,10,1
894,<35,Undergraduate,Man,Dev,6,4,62268.0,13,1
895,>35,Undergraduate,Man,Dev,13,13,135000.0,10,1
896,<35,Undergraduate,Man,Dev,10,2,23735.0,10,0
897,<35,Undergraduate,Man,Dev,9,9,37992.0,15,1
898,<35,Undergraduate,Man,Dev,5,2,18848.0,17,1
899,<35,Undergraduate,Man,Dev,9,4,10486.0,11,0
900,<35,Undergraduate,Man,Dev,5,4,11520.0,10,0
901,<35,Other,Man,Dev,8,6,81074.0,13,0
902,>35,Master,Man,Dev,16,11,99450.0,14,1
903,>35,Master,Man,Dev,20,8,72000.0,14,1
904,>35,Master,Man,Dev,7,6,72900.0,4,0
905,<35,Undergraduate,Man,Dev,9,5,63528.0,9,0
906,<35,Undergraduate,Woman,Dev,16,10,56723.0,5,0
907,<35,Undergraduate,Man,Dev,14,4,15564.0,10,0
908,<35,NoHigherEd,Man,Dev,11,5,55776.0,18,1
909,>35,Other,Man,Dev,18,13,97288.0,21,1
910,<35,Master,Man,NotDev,12,7,42036.0,6,0
911,<35,Undergraduate,Man,Dev,13,6,29302.0,26,1
912,<35,Undergraduate,Man,Dev,10,9,5136.0,14,1
913,<35,Undergraduate,Man,Dev,18,9,70000.0,11,0
914,<35,Undergraduate,Man,Dev,18,10,103408.0,21,1
915,<35,Undergraduate,Man,Dev,13,4,140000.0,6,0
916,>35,Other,Man,NotDev,20,10,50673.0,12,1
917,<35,Other,Man,Dev,2,0,60132.0,11,1
